Scotland's Census 2022 - National Records of Scotland
Table UV211 - British Sign Language (BSL) skills
All people aged 3 and over

,"All people aged 3 and over","BSL User","Not a BSL user"
"S00168574",133,1,132
"S00168575",141,1,140
"S00168576",163,4,155
"S00168577",96,1,95
"S00168578",79,6,75
"S00168579",110,2,105
"S00168580",128,-,128
"S00168581",151,-,151
"S00168582",99,1,98
"S00168583",137,3,138
"S00168584",94,-,94
"S00168585",166,5,157
"S00168586",187,-,187
"S00168587",126,3,123
"S00168588",163,-,163
"S00168589",80,2,78
"S00168590",97,-,97
"S00168591",90,1,89
"S00168592",127,2,125
"S00168593",91,1,94
"S00168594",107,4,105
"S00168595",82,-,81
"S00168596",149,-,149
"S00168597",81,5,76
"S00168598",158,1,159
"S00168599",111,1,110
"S00168600",76,2,74
"S00168601",81,-,81
"S00168602",92,1,91
"S00168603",146,4,146
"S00168604",138,3,135
"S00168605",184,1,183
"S00168606",120,1,119
"S00168607",120,2,117
"S00168608",152,3,146
"S00168609",139,7,135
"S00168610",71,1,70
"S00168611",83,1,82
"S00168612",92,2,90
"S00168613",120,1,119
"S00168614",81,1,80
"S00168615",113,2,110
"S00168616",91,2,90
"S00168617",88,2,86
"S00168618",119,-,119
"S00168619",140,5,135
"S00168620",148,1,147
"S00168621",119,4,115
"S00168622",125,-,125
"S00168623",153,5,148
"S00168624",129,4,125
"S00168625",99,2,100
"S00168626",136,2,134
"S00168627",184,3,182
"S00168628",128,1,127
"S00168629",119,2,118
"S00168630",91,2,85
"S00168631",108,-,108
"S00168632",118,5,112
"S00168633",168,6,163
"S00168634",164,1,161
"S00168635",98,-,98
"S00168636",99,1,97
"S00168637",117,1,116
"S00168638",66,5,63
"S00168639",108,1,108
"S00168640",191,3,193
"S00168641",153,3,150
"S00168642",164,1,166
"S00168643",102,3,98
"S00168644",131,2,129
"S00168645",76,1,75
"S00168646",154,3,151
"S00168647",69,-,69
"S00168648",236,3,233
"S00168649",115,2,113
"S00168650",122,3,123
"S00168651",93,1,92
"S00168652",129,2,127
"S00168653",126,3,121
"S00168654",86,-,86
"S00168655",78,-,78
"S00168656",89,6,83
"S00168657",101,-,101
"S00168658",146,3,143
"S00168659",146,2,144
"S00168660",92,-,92
"S00168661",64,4,61
"S00168662",166,2,161
"S00168663",133,2,127
"S00168664",164,2,159
"S00168665",100,-,100
"S00168666",126,2,124
"S00168667",114,3,108
"S00168668",73,3,70
"S00168669",75,-,75
"S00168670",124,8,119
"S00168671",100,4,96
"S00168672",122,4,114
"S00168673",87,6,81
"S00168674",142,8,135
"S00168675",131,1,130
"S00168676",218,2,216
"S00168677",182,3,179
"S00168678",146,3,143
"S00168679",73,4,70
"S00168680",98,4,95
"S00168681",141,-,141
"S00168682",63,-,63
"S00168683",179,3,176
"S00168684",81,3,81
"S00168685",140,5,135
"S00168686",99,2,95
"S00168687",65,-,65
"S00168688",98,-,96
"S00168689",100,1,99
"S00168690",144,1,143
"S00168691",166,5,161
"S00168692",88,5,84
"S00168693",96,3,93
"S00168694",103,1,102
"S00168695",170,7,163
"S00168696",59,1,58
"S00168697",81,3,78
"S00168698",66,-,66
"S00168699",92,4,88
"S00168700",66,2,68
"S00168701",119,5,114
"S00168702",112,4,108
"S00168703",96,1,95
"S00168704",77,2,75
"S00168705",168,4,164
"S00168706",89,-,89
"S00168707",97,2,95
"S00168708",96,3,94
"S00168709",59,-,59
"S00168710",139,4,135
"S00168711",123,5,118
"S00168712",143,3,140
"S00168713",161,4,157
"S00168714",131,-,131
"S00168715",115,1,116
"S00168716",139,-,139
"S00168717",80,2,77
"S00168718",73,4,71
"S00168719",87,1,84
"S00168720",105,5,102
"S00168721",67,1,66
"S00168722",89,-,89
"S00168723",63,1,58
"S00168724",82,1,81
"S00168725",172,2,170
"S00168726",134,2,133
"S00168727",129,8,121
"S00168728",77,-,77
"S00168729",81,-,81
"S00168730",76,6,70
"S00168731",64,-,64
"S00168732",165,9,156
"S00168733",135,3,132
"S00168734",78,2,74
"S00168735",61,2,59
"S00168736",79,2,77
"S00168737",91,2,90
"S00168738",72,4,65
"S00168739",99,3,97
"S00168740",91,2,86
"S00168741",101,2,99
"S00168742",124,2,122
"S00168743",90,2,88
"S00168744",61,-,61
"S00168745",96,-,96
"S00168746",134,4,132
"S00168747",107,1,105
"S00168748",105,3,102
"S00168749",124,-,124
"S00168750",136,6,132
"S00168751",97,-,97
"S00168752",123,5,119
"S00168753",66,4,62
"S00168754",67,-,66
"S00168755",98,2,96
"S00168756",152,7,142
"S00168757",80,-,79
"S00168758",101,-,101
"S00168759",136,5,131
"S00168760",131,1,133
"S00168761",132,2,131
"S00168762",132,5,127
"S00168763",149,3,146
"S00168764",126,4,123
"S00168765",111,3,108
"S00168766",79,2,80
"S00168767",130,-,129
"S00168768",95,-,95
"S00168769",96,1,94
"S00168770",118,3,115
"S00168771",93,2,91
"S00168772",87,7,80
"S00168773",122,-,122
"S00168774",83,1,82
"S00168775",152,4,148
"S00168776",71,-,70
"S00168777",94,2,93
"S00168778",136,8,128
"S00168779",88,-,88
"S00168780",59,2,54
"S00168781",140,1,139
"S00168782",110,4,106
"S00168783",80,6,76
"S00168784",75,-,75
"S00168785",99,5,97
"S00168786",83,-,80
"S00168787",119,3,116
"S00168788",136,4,135
"S00168789",193,7,186
"S00168790",119,1,122
"S00168791",99,4,92
"S00168792",134,2,131
"S00168793",65,-,65
"S00168794",136,3,132
"S00168795",120,6,111
"S00168796",77,4,79
"S00168797",112,2,110
"S00168798",88,9,79
"S00168799",141,3,138
"S00168800",86,1,88
"S00168801",67,-,67
"S00168802",181,4,179
"S00168803",149,1,148
"S00168804",99,-,99
"S00168805",65,-,65
"S00168806",80,4,76
"S00168807",66,-,66
"S00168808",70,3,65
"S00168809",74,3,71
"S00168810",145,4,141
"S00168811",136,2,134
"S00168812",70,2,68
"S00168813",78,-,77
"S00168814",103,1,102
"S00168815",130,-,128
"S00168816",121,2,119
"S00168817",125,3,125
"S00168818",146,4,142
"S00168819",63,2,61
"S00168820",97,1,97
"S00168821",89,-,89
"S00168822",73,3,70
"S00168823",60,2,59
"S00168824",99,3,96
"S00168825",161,2,159
"S00168826",125,2,123
"S00168827",133,1,131
"S00168828",114,3,114
"S00168829",152,4,148
"S00168830",78,2,76
"S00168831",118,1,117
"S00168832",204,3,201
"S00168833",93,-,93
"S00168834",89,1,88
"S00168835",101,2,100
"S00168836",153,3,148
"S00168837",91,4,92
"S00168838",112,1,111
"S00168839",130,3,129
"S00168840",74,1,73
"S00168841",159,4,155
"S00168842",144,2,142
"S00168843",124,1,123
"S00168844",96,1,95
"S00168845",193,-,191
"S00168846",88,-,88
"S00168847",78,-,76
"S00168848",114,1,113
"S00168849",73,1,73
"S00168850",91,2,89
"S00168851",88,2,86
"S00168852",138,4,138
"S00168853",136,6,130
"S00168854",136,2,131
"S00168855",135,-,135
"S00168856",174,8,166
"S00168857",96,1,97
"S00168858",125,2,124
"S00168859",110,-,110
"S00168860",121,8,112
"S00168861",119,3,117
"S00168862",147,1,146
"S00168863",172,5,167
"S00168864",152,1,151
"S00168865",74,2,72
"S00168866",187,2,186
"S00168867",212,3,209
"S00168868",74,-,74
"S00168869",123,3,119
"S00168870",145,5,140
"S00168871",65,-,65
"S00168872",81,1,81
"S00168873",142,6,136
"S00168874",102,2,100
"S00168875",91,3,91
"S00168876",108,1,107
"S00168877",118,-,118
"S00168878",75,-,75
"S00168879",63,3,60
"S00168880",97,1,95
"S00168881",160,-,160
"S00168882",120,2,119
"S00168883",65,-,64
"S00168884",104,1,103
"S00168885",185,5,180
"S00168886",163,2,161
"S00168887",148,4,143
"S00168888",157,7,146
"S00168889",101,2,100
"S00168890",86,-,84
"S00168891",110,10,97
"S00168892",122,2,121
"S00168893",142,4,141
"S00168894",98,-,97
"S00168895",95,1,94
"S00168896",127,-,127
"S00168897",137,2,136
"S00168898",130,1,129
"S00168899",104,-,104
"S00168900",88,3,85
"S00168901",74,-,74
"S00168902",101,3,99
"S00168903",204,1,203
"S00168904",131,-,130
"S00168905",128,4,126
"S00168906",86,2,85
"S00168907",85,1,84
"S00168908",101,-,100
"S00168909",202,1,205
"S00168910",125,1,124
"S00168911",107,1,106
"S00168912",115,5,110
"S00168913",100,-,100
"S00168914",133,2,134
"S00168915",242,-,242
"S00168916",83,3,76
"S00168917",146,3,142
"S00168918",77,-,77
"S00168919",63,-,63
"S00168920",100,-,100
"S00168921",94,2,92
"S00168922",77,2,75
"S00168923",82,1,81
"S00168924",125,5,121
"S00168925",122,3,119
"S00168926",124,3,121
"S00168927",87,2,86
"S00168928",183,3,180
"S00168929",72,-,72
"S00168930",123,1,126
"S00168931",102,6,99
"S00168932",118,3,116
"S00168933",86,-,86
"S00168934",60,-,60
"S00168935",135,1,134
"S00168936",128,2,125
"S00168937",174,2,172
"S00168938",93,-,93
"S00168939",64,-,64
"S00168940",115,1,118
"S00168941",74,3,71
"S00168942",99,2,96
"S00168943",205,3,202
"S00168944",136,1,135
"S00168945",208,3,201
"S00168946",167,3,160
"S00168947",163,-,163
"S00168948",171,3,168
"S00168949",167,5,162
"S00168950",118,-,118
"S00168951",105,1,104
"S00168952",67,4,58
"S00168953",80,1,77
"S00168954",115,2,113
"S00168955",94,9,85
"S00168956",125,4,121
"S00168957",120,10,113
"S00168958",97,4,95
"S00168959",179,4,176
"S00168960",161,1,158
"S00168961",241,8,236
"S00168962",138,4,135
"S00168963",111,-,109
"S00168964",80,-,79
"S00168965",99,1,98
"S00168966",94,4,91
"S00168967",70,4,66
"S00168968",103,1,102
"S00168969",65,-,64
"S00168970",204,8,196
"S00168971",96,1,95
"S00168972",113,2,111
"S00168973",122,3,119
"S00168974",81,5,71
"S00168975",134,-,134
"S00168976",147,4,143
"S00168977",167,1,166
"S00168978",148,2,144
"S00168979",61,1,54
"S00168980",82,1,81
"S00168981",127,1,123
"S00168982",105,-,105
"S00168983",68,-,68
"S00168984",234,6,228
"S00168985",125,-,125
"S00168986",128,4,124
"S00168987",97,4,94
"S00168988",104,5,99
"S00168989",108,2,105
"S00168990",176,1,175
"S00168991",173,2,171
"S00168992",64,-,64
"S00168993",63,-,63
"S00168994",122,1,121
"S00168995",124,4,117
"S00168996",184,2,180
"S00168997",64,-,64
"S00168998",84,1,78
"S00168999",94,-,94
"S00169000",107,1,105
"S00169001",108,-,108
"S00169002",113,8,107
"S00169003",64,2,62
"S00169004",198,3,195
"S00169005",100,1,99
"S00169006",90,-,90
"S00169007",106,1,105
"S00169008",65,2,66
"S00169009",109,-,109
"S00169010",142,1,141
"S00169011",82,2,81
"S00169012",102,2,100
"S00169013",126,4,122
"S00169014",89,1,88
"S00169015",149,2,147
"S00169016",83,4,78
"S00169017",69,-,69
"S00169018",99,4,95
"S00169019",204,3,201
"S00169020",70,3,68
"S00169021",69,4,65
"S00169022",97,-,97
"S00169023",79,1,75
"S00169024",99,1,98
"S00169025",94,-,94
"S00169026",103,6,94
"S00169027",69,-,69
"S00169028",96,6,86
"S00169029",111,2,109
"S00169030",69,2,72
"S00169031",138,4,134
"S00169032",186,8,178
"S00169033",87,3,83
"S00169034",93,-,96
"S00169035",77,-,77
"S00169036",73,-,73
"S00169037",100,3,98
"S00169038",142,-,142
"S00169039",88,3,86
"S00169040",76,-,76
"S00169041",141,5,136
"S00169042",89,4,86
"S00169043",96,-,96
"S00169044",102,3,102
"S00169045",94,1,92
"S00169046",156,-,156
"S00169047",93,3,89
"S00169048",121,-,120
"S00169049",66,-,64
"S00169050",187,7,178
"S00169051",87,4,88
"S00169052",144,6,138
"S00169053",71,3,68
"S00169054",144,3,142
"S00169055",142,1,141
"S00169056",74,1,71
"S00169057",212,-,209
"S00169058",104,6,96
"S00169059",105,2,103
"S00169060",155,3,152
"S00169061",113,2,112
"S00169062",79,1,78
"S00169063",126,-,126
"S00169064",95,-,94
"S00169065",93,1,92
"S00169066",119,5,116
"S00169067",141,7,134
"S00169068",111,4,109
"S00169069",99,4,95
"S00169070",77,2,75
"S00169071",141,1,140
"S00169072",91,-,89
"S00169073",90,2,87
"S00169074",214,3,211
"S00169075",83,1,82
"S00169076",117,-,117
"S00169077",72,-,72
"S00169078",98,3,95
"S00169079",87,2,86
"S00169080",114,3,114
"S00169081",83,1,86
"S00169082",106,6,102
"S00169083",124,-,123
"S00169084",101,4,97
"S00169085",86,4,82
"S00169086",199,1,198
"S00169087",73,-,73
"S00169088",104,1,103
"S00169089",99,2,98
"S00169090",119,5,114
"S00169091",91,-,91
"S00169092",124,-,124
"S00169093",135,4,129
"S00169094",102,-,102
"S00169095",135,4,132
"S00169096",63,2,62
"S00169097",85,-,85
"S00169098",92,4,89
"S00169099",88,2,87
"S00169100",84,2,82
"S00169101",109,-,109
"S00169102",118,5,110
"S00169103",194,2,192
"S00169104",97,-,97
"S00169105",62,-,62
"S00169106",127,4,125
"S00169107",83,1,82
"S00169108",108,6,99
"S00169109",147,2,145
"S00169110",173,3,170
"S00169111",116,2,114
"S00169112",62,-,61
"S00169113",107,3,104
"S00169114",86,1,85
"S00169115",119,-,119
"S00169116",129,2,127
"S00169117",111,-,111
"S00169118",84,-,84
"S00169119",140,-,140
"S00169120",137,4,133
"S00169121",66,-,66
"S00169122",88,2,86
"S00169123",166,1,169
"S00169124",81,2,80
"S00169125",60,2,55
"S00169126",94,-,94
"S00169127",60,2,59
"S00169128",162,1,161
"S00169129",78,-,78
"S00169130",137,4,132
"S00169131",183,8,175
"S00169132",74,-,74
"S00169133",178,4,174
"S00169134",151,-,146
"S00169135",95,2,92
"S00169136",168,2,163
"S00169137",119,1,118
"S00169138",116,-,115
"S00169139",114,1,112
"S00169140",215,3,213
"S00169141",153,4,150
"S00169142",82,-,82
"S00169143",88,-,88
"S00169144",118,3,115
"S00169145",109,5,106
"S00169146",122,3,119
"S00169147",169,3,166
"S00169148",109,-,109
"S00169149",148,2,146
"S00169150",117,2,115
"S00169151",138,5,133
"S00169152",149,1,145
"S00169153",109,3,106
"S00169154",150,1,149
"S00169155",114,1,113
"S00169156",136,7,129
"S00169157",75,1,74
"S00169158",159,1,154
"S00169159",122,1,121
"S00169160",105,3,102
"S00169161",77,-,79
"S00169162",94,-,89
"S00169163",104,4,101
"S00169164",149,4,145
"S00169165",94,-,94
"S00169166",122,2,122
"S00169167",155,-,155
"S00169168",88,3,85
"S00169169",101,-,101
"S00169170",95,2,93
"S00169171",193,2,191
"S00169172",83,-,82
"S00169173",112,2,111
"S00169174",105,3,103
"S00169175",76,2,74
"S00169176",67,1,66
"S00169177",76,1,73
"S00169178",77,-,77
"S00169179",93,3,90
"S00169180",118,3,115
"S00169181",99,3,94
"S00169182",96,1,92
"S00169183",120,3,117
"S00169184",105,1,104
"S00169185",120,1,118
"S00169186",145,-,145
"S00169187",107,2,106
"S00169188",94,-,94
"S00169189",121,1,116
"S00169190",195,6,189
"S00169191",105,6,99
"S00169192",104,2,102
"S00169193",138,3,132
"S00169194",122,1,121
"S00169195",96,-,96
"S00169196",95,-,95
"S00169197",191,2,189
"S00169198",105,8,93
"S00169199",178,3,173
"S00169200",187,6,181
"S00169201",110,1,109
"S00169202",113,6,107
"S00169203",115,4,111
"S00169204",139,11,125
"S00169205",132,4,128
"S00169206",86,5,80
"S00169207",153,1,152
"S00169208",128,6,123
"S00169209",60,6,57
"S00169210",179,4,178
"S00169211",157,4,153
"S00169212",101,2,100
"S00169213",147,4,143
"S00169214",94,4,90
"S00169215",130,3,127
"S00169216",127,1,124
"S00169217",71,3,68
"S00169218",80,4,76
"S00169219",131,1,130
"S00169220",135,1,134
"S00169221",147,2,145
"S00169222",177,1,177
"S00169223",101,3,98
"S00169224",84,2,80
"S00169225",181,4,177
"S00169226",69,1,64
"S00169227",133,1,132
"S00169228",117,-,117
"S00169229",85,1,84
"S00169230",115,-,113
"S00169231",98,2,96
"S00169232",141,1,141
"S00169233",109,3,106
"S00169234",93,4,90
"S00169235",90,2,85
"S00169236",271,4,267
"S00169237",77,1,75
"S00169238",92,5,87
"S00169239",93,5,88
"S00169240",106,8,98
"S00169241",96,1,94
"S00169242",118,2,117
"S00169243",93,3,90
"S00169244",125,1,123
"S00169245",177,2,171
"S00169246",102,2,100
"S00169247",96,1,103
"S00169248",62,-,61
"S00169249",111,4,113
"S00169250",158,1,157
"S00169251",84,1,83
"S00169252",110,-,110
"S00169253",161,7,154
"S00169254",105,1,104
"S00169255",200,-,200
"S00169256",97,1,92
"S00169257",91,-,91
"S00169258",115,6,108
"S00169259",116,4,108
"S00169260",87,-,87
"S00169261",121,2,120
"S00169262",146,4,142
"S00169263",93,3,92
"S00169264",99,3,97
"S00169265",121,2,119
"S00169266",84,3,81
"S00169267",104,4,102
"S00169268",111,2,109
"S00169269",107,2,105
"S00169270",134,2,132
"S00169271",68,4,66
"S00169272",151,1,150
"S00169273",245,5,240
"S00169274",125,1,128
"S00169275",168,4,164
"S00169276",249,-,249
"S00169277",57,4,55
"S00169278",116,5,111
"S00169279",143,8,135
"S00169280",111,6,109
"S00169281",222,4,222
"S00169282",93,6,91
"S00169283",220,2,218
"S00169284",101,1,103
"S00169285",66,1,65
"S00169286",158,3,157
"S00169287",155,4,151
"S00169288",155,1,153
"S00169289",119,-,119
"S00169290",150,2,150
"S00169291",138,1,135
"S00169292",170,2,168
"S00169293",96,1,95
"S00169294",100,-,99
"S00169295",165,5,162
"S00169296",121,3,118
"S00169297",81,1,76
"S00169298",149,4,145
"S00169299",105,3,106
"S00169300",87,-,87
"S00169301",121,-,121
"S00169302",76,-,76
"S00169303",160,1,163
"S00169304",86,1,86
"S00169305",99,4,96
"S00169306",145,1,140
"S00169307",110,1,109
"S00169308",153,5,148
"S00169309",76,1,76
"S00169310",131,-,130
"S00169311",110,-,110
"S00169312",87,2,85
"S00169313",132,2,130
"S00169314",119,2,113
"S00169315",87,-,87
"S00169316",136,6,130
"S00169317",84,1,84
"S00169318",130,1,129
"S00169319",239,2,240
"S00169320",103,5,93
"S00169321",98,2,99
"S00169322",164,14,150
"S00169323",83,4,79
"S00169324",112,3,109
"S00169325",86,1,85
"S00169326",189,2,187
"S00169327",96,5,87
"S00169328",175,2,173
"S00169329",93,2,91
"S00169330",83,-,83
"S00169331",131,-,129
"S00169332",123,1,120
"S00169333",78,-,79
"S00169334",169,-,167
"S00169335",85,1,84
"S00169336",77,1,76
"S00169337",83,-,83
"S00169338",123,3,120
"S00169339",189,8,181
"S00169340",101,4,99
"S00169341",72,1,71
"S00169342",94,1,93
"S00169343",178,2,176
"S00169344",121,2,117
"S00169345",104,6,98
"S00169346",94,1,93
"S00169347",106,2,104
"S00169348",126,6,120
"S00169349",153,8,150
"S00169350",118,2,117
"S00169351",66,1,68
"S00169352",123,4,119
"S00169353",234,7,229
"S00169354",105,3,100
"S00169355",157,8,151
"S00169356",156,2,154
"S00169357",82,3,83
"S00169358",130,13,117
"S00169359",102,2,101
"S00169360",105,2,104
"S00169361",151,3,144
"S00169362",93,-,91
"S00169363",104,5,96
"S00169364",95,2,93
"S00169365",109,3,106
"S00169366",148,4,144
"S00169367",181,10,171
"S00169368",118,3,116
"S00169369",177,-,177
"S00169370",145,5,140
"S00169371",231,1,228
"S00169372",142,-,141
"S00169373",162,1,161
"S00169374",126,1,127
"S00169375",81,-,80
"S00169376",185,2,184
"S00169377",169,6,160
"S00169378",69,-,67
"S00169379",114,6,106
"S00169380",119,1,118
"S00169381",137,2,136
"S00169382",179,3,177
"S00169383",154,2,150
"S00169384",150,4,148
"S00169385",111,4,106
"S00169386",120,2,118
"S00169387",103,-,103
"S00169388",121,-,121
"S00169389",135,4,131
"S00169390",69,10,62
"S00169391",90,2,88
"S00169392",102,3,100
"S00169393",148,1,147
"S00169394",103,-,101
"S00169395",125,1,124
"S00169396",142,3,139
"S00169397",128,5,125
"S00169398",117,5,114
"S00169399",83,1,80
"S00169400",120,2,118
"S00169401",126,-,126
"S00169402",72,1,71
"S00169403",115,5,112
"S00169404",137,1,136
"S00169405",86,1,85
"S00169406",151,-,151
"S00169407",127,2,125
"S00169408",157,5,152
"S00169409",96,1,94
"S00169410",100,-,100
"S00169411",121,1,119
"S00169412",146,2,143
"S00169413",85,1,84
"S00169414",108,3,105
"S00169415",130,1,129
"S00169416",121,3,118
"S00169417",71,1,70
"S00169418",166,3,162
"S00169419",147,1,138
"S00169420",117,4,115
"S00169421",114,4,110
"S00169422",131,2,129
"S00169423",113,2,113
"S00169424",164,-,164
"S00169425",153,10,143
"S00169426",101,6,95
"S00169427",83,-,82
"S00169428",103,-,103
"S00169429",81,-,81
"S00169430",93,3,90
"S00169431",110,-,110
"S00169432",154,2,149
"S00169433",106,-,106
"S00169434",96,3,93
"S00169435",110,1,105
"S00169436",198,4,194
"S00169437",143,3,140
